Tabela/View;Campo;Propriedade;Português do Brasil (Nativo);Espanhol
E670MOV;QTMCSL;1;Qtd. Meses Rec. CSLL;Cant. Meses Rec. CSLL
E670MOV;QTMCSL;2;Qtd. Meses Rec. CSLL;Cant. Meses Rec. CSLL
E670MOV;QTMCSL;3;Quantidade máxima de meses para recuperação do CSLL;Número máximo de meses para recuperar CSLL
E670MOV;QTMPIS;1;Qtd. Meses Rec. PIS;Cant. Meses Rec. PIS
E670MOV;QTMPIS;2;Qtd. Meses Rec. PIS;Cant. Meses Rec. PIS
E670MOV;QTMPIS;3;Quantidade máxima de meses para recuperação do PIS;Número máximo de meses para la recuperación del PIS
E670MOV;SEQIPC;1;Seq.Item prod.NFE;Sec.Artículo prod.NFE
E670MOV;SEQIPC;2;Sequência item prod.NFE;Secuencia de artículos del producto NFE
E670MOV;SEQIPC;3;Sequência do item de produto na nota fiscal de entrada;Secuencia de artículos del producto en la factura de proveedores
E670MOV;SEQIPV;1;Seq.Item prod.NFS;Sec.Artículo prod.NFS
E670MOV;SEQIPV;2;Sequência item prod.NFS;Secuencia de artículos del producto NFS
E670MOV;SEQIPV;3;Sequência do item de produto na nota fiscal de saída;Secuencia de artículos del producto en la factura de deudores
E670MOV;SEQISC;1;Seq.Item serv.NFE;Serv.Art.Seq.NFE
E670MOV;SEQISC;2;Sequência item serv.NFE;Secuencia de elementos de Serv.NFE
E670MOV;SEQISC;3;Sequência do item de serviço na nota fiscal de entrada;Secuencia de artículos de servicio en la factura de proveedores
E670MOV;SEQISV;1;Seq.Item serv.NFS;Serv.NFS de elemento secuencial
E670MOV;SEQISV;2;Sequência item serv.NFS;Secuencia de elementos de Serv.NFS
E670MOV;SEQISV;3;Sequência do item de serviço na nota fiscal de saída;Secuencia de artículos de servicio en la factura de deudores
E670MOV;SEQLOC;1;Seq. Loc.;Sec. Loc.
E670MOV;SEQLOC;2;Sequência Localização;Secuencia de ubicación
E670MOV;SEQLOC;3;Sequência do registro do bem na localização;Secuencia de registro del activo en el lugar
E670MOV;SEQMOV;1;Seq.;Sec.
E670MOV;SEQMOV;2;Sequência;Secuencia
E670MOV;SEQMOV;3;Sequência de movimento na data do cálculo;Secuencia de movimiento en la fecha de cálculo.
E670MOV;SERDOC;1;Série Doc.;Serie Doc.
E670MOV;SERDOC;2;Série Documento;Serie de documentos
E670MOV;SERDOC;3;Série do documento de movimentação;Serie de documentos de movimiento.
E670MOV;SNFNFC;1;Série NFE;Serie ENF
E670MOV;SNFNFC;2;Série NFE;Serie ENF
E670MOV;SNFNFC;3;Código da série da nota fiscal de entrada.;Código de serie de la factura entrante.
E670MOV;SNFNFV;1;Série NFS;Serie NFS
E670MOV;SNFNFV;2;Série NFS;Serie NFS
E670MOV;SNFNFV;3;Código da série da nota fiscal de saída;Código de serie de factura saliente
E670MOV;TAXIOF;1;Taxa Anual Depr. Ofic.;Depreciación de tasa anual Oficial.
E670MOV;TAXIOF;2;Taxa Anual Depreciação Oficial;Tasa oficial de depreciación anual
E670MOV;TAXIOF;3;Taxa anual de depreciação oficial;Tasa oficial de depreciación anual
E670MOV;TAXIOG;1;Taxa Anual Depr. Ger.;Depreciación de tasa anual Gen.
E670MOV;TAXIOG;2;Taxa Anual Depreciação Gerencial;Tasa Anual de Depreciación Gerencial
E670MOV;TAXIOG;3;Taxa anual de depreciação gerencial;Tasa Anual de Depreciación Gerencial
E670MOV;TNSORI;1;Trans. Origem;Trans. Origen
E670MOV;TNSORI;2;Transação Origem;Transacción de origen
E670MOV;TNSORI;3;Transação que originou o movimento;Transacción que originó el movimiento
E670MOV;USUGER;1;Usuário Geração;Generación de usuarios
E670MOV;USUGER;2;Usuário Geração;Generación de usuarios
E670MOV;USUGER;3;Código do usuário responsável pelo geração ou alteração do registro;Código de usuario responsable de generar o cambiar el registro.
E670MOV;VLRBCL;1;Base CSLL Rec.;Base de grabación CSLL.
E670MOV;VLRBCL;2;Base/Valor CSLL Recuperar;Recuperación de base/valor de CSLL
E670MOV;VLRBCL;3;Base de cálculo do CSLL a recuperar;Base de cálculo de CSLL a recuperar
E670MOV;VLRBCR;1;Base Cofins Rec.;Base de recreación Cofins.
E670MOV;VLRBCR;2;Base/Valor Cofins Recuperar;Recuperación de valor/base de Cofins
E670MOV;VLRBCR;3;Base de cálculo do COFINS a recuperar;Base de cálculo de COFINS a recuperar
E670MOV;VLRBPR;1;Base PIS Rec.;Rec. PIS.
E670MOV;VLRBPR;2;Base/Valor PIS Recuperar;Recuperación del valor base/PIS
E670MOV;VLRBPR;3;Base de cálculo do PIS a recuperar;Base de cálculo del PIS a recuperar
E670MOV;VLRCOF;1;COFINS Rec.;Rec. COFINS.
E670MOV;VLRCOF;2;COFINS Recuperar;COFINS Recuperarse
E670MOV;VLRCOF;3;Valor do imposto COFINS a recuperar;Importe del impuesto COFINS a recuperar
E670MOV;VLRCSL;1;CSLL Rec.;Rec. CSLL.
E670MOV;VLRCSL;2;CSLL Recuperar;Recuperar CSLL
E670MOV;VLRCSL;3;Valor do imposto CSLL a recuperar;Monto del impuesto CSLL a recuperar
E670MOV;VLRECL;1;Parc. Excluir CSLL;Parque. Eliminar CSLL
E670MOV;VLRECL;2;Valor Parcela Excluir CSLL;Valor de la cuota Excluir CSLL
E670MOV;VLRECL;3;Valor da parcela a excluir da recuperação de CSLL;Valor de la porción que se excluirá de la recuperación de CSLL
E670MOV;VLRECO;1;Parc. Excluir COFINS;Parque. Excluir COFINS
E670MOV;VLRECO;2;Valor Parcela Excluir COFINS;Valor de la cuota excluye COFINS
E670MOV;VLRECO;3;Valor da parcela a excluir da recuperação de COFINS;Valor de la porción a excluir de la recuperación de COFINS
E670MOV;VLREIC;1;Vlr. Est. ICMS;Vlr. ICMS Est.
E670MOV;VLREIC;2;Valor Estorno ICMS;Valor de reversión de ICMS
E670MOV;VLREIC;3;Valor do estorno de ICMS no período;Valor de la reversión del ICMS en el período
E670MOV;VLREPI;1;Parc. Excluir PIS;Parque. Eliminar PIS
E670MOV;VLREPI;2;Valor Parcela Excluir PIS;Valor de la cuota excluyendo PIS
E670MOV;VLREPI;3;Valor da parcela a excluir da recuperação de PIS;Valor de la porción a excluir de la recuperación del PIS
E670MOV;VLRMVT;1;Vlr. Movimento;Vlr. Movimiento
E670MOV;VLRMVT;2;Valor Movimento;Valor de movimiento
E670MOV;VLRMVT;3;Valor do movimento;Valor de movimiento
E670MOV;VLRPIS;1;PIS Rec.;Rec. PIS.
E670MOV;VLRPIS;2;PIS Recuperar;Recuperar PIS
E670MOV;VLRPIS;3;Valor do imposto PIS a recuperar;Importe del impuesto PIS a recuperar
E670MOV;VLRVEN;1;Vlr. Uni. Ven. Moe. Corr.;Vlr. Uni. Ven. Moe. Corr.
E670MOV;VLRVEN;2;Valor Unitário Venda Moeda Corrente;Valor unitario Venta de moneda corriente
E670MOV;VLRVEN;3;Valor unitário de venda em moeda corrente;Valor unitario de ventas en moneda local
E670OBS;CODBEM;1;Bem;Bien
E670OBS;CODBEM;2;Bem;Bien
E670OBS;CODBEM;3;Código do bem;código de bien
E670OBS;CODEMP;1;Empresa;Empresa
E670OBS;CODEMP;2;Empresa;Empresa
E670OBS;CODEMP;3;Código da empresa;Codigo de compañia
E670OBS;CODMOT;1;Mot.;Agudeza.
E670OBS;CODMOT;2;Motivo;Razón
E670OBS;CODMOT;3;Código do motivo da observação;Código de motivo de observación
E670OBS;DATGER;1;Data;Fecha
E670OBS;DATGER;2;Data;Fecha
E670OBS;DATGER;3;Data do cadastro;Fecha de Registro
E670OBS;HORGER;1;Hora;Hora
E670OBS;HORGER;2;Hora;Hora
E670OBS;HORGER;3;Hora do cadastro;Hora de registro
E670OBS;OBSBEM;1;Texto;Texto
E670OBS;OBSBEM;2;Texto;Texto
E670OBS;OBSBEM;3;Texto da observação do bem;Texto de la observación del bien.
E670OBS;SEQOBS;1;Seq.;Sec.
E670OBS;SEQOBS;2;Sequência;Secuencia
E670OBS;SEQOBS;3;Sequência das observações do bem;Secuencia de observaciones del inmueble
E670OBS;SITOBS;1;Sit.;Sentarse.
E670OBS;SITOBS;2;Situação;Situación
E670OBS;SITOBS;3;Situação da observação;Estado de observación
E670OBS;TIPOBS;1;Tipo Obs.;Escriba nota.
E670OBS;TIPOBS;2;Tipo Observação;Tipo Observación
E670OBS;TIPOBS;3;Tipo da observação;Tipo de observación
E670OBS;USUGER;1;Resp.;Responder.
E670OBS;USUGER;2;Responsável;Responsable
E670OBS;USUGER;3;Responsável pela observação;Responsable de la observación.
E670PEX;ANOBAS;1;Ano Base;Año base
E670PEX;ANOBAS;2;Ano Base;Año base
E670PEX;ANOBAS;3;Ano base da vida útil do bem;Año base de la vida útil del activo
E670PEX;CODBEM;1;Bem;Bien
E670PEX;CODBEM;2;Bem;Bien
E670PEX;CODBEM;3;Código do Bem;Código del bien
E670PEX;CODEMP;1;Empresa;Empresa
E670PEX;CODEMP;2;Empresa;Empresa
E670PEX;CODEMP;3;Código da empresa;Codigo de compañia
E670PEX;TAXIOF;1;Taxa Exaustão Ofic.;Tasa Oficial de Agotamiento.
E670PEX;TAXIOF;2;Taxa Exaustão Oficial;Tarifa de agotamiento oficial
E670PEX;TAXIOF;3;Taxa anual de exaustão em índice oficial;Tasa de agotamiento anual en índice oficial
E670PEX;TAXIOG;1;Taxa Exaustão. Ger.;Tarifa de agotamiento. Gen.
E670PEX;TAXIOG;2;Taxa Exaustão Gerencial;Tasa de agotamiento gerencial
E670PEX;TAXIOG;3;Taxa anual de exaustão em índice gerencial;Tasa de agotamiento anual en el índice de gestión
E670POR;CODEMP;1;Empresa;Empresa
E670POR;CODEMP;2;Empresa;Empresa
E670POR;CODEMP;3;Código da empresa;Codigo de compañia
E670POR;CODPOR;1;Portador Bem;Portador de pozos
E670POR;CODPOR;2;Portador Bem;Portador de pozos
E670POR;CODPOR;3;Código do portador do bem;Código al portador del activo
E670POR;DATGER;1;Data Geração;Fecha de generación
E670POR;DATGER;2;Data Geração;Fecha de generación
E670POR;DATGER;3;Data do cadastro ou última alteração do registro;Fecha de registro o último cambio de registro
E670POR;HORGER;1;Hora Geração;Tiempo generacional
E670POR;HORGER;2;Hora Geração;Tiempo generacional
E670POR;HORGER;3;Hora do cadastro ou última alteração do registro;Hora de registro o último cambio de registro
E670POR;NOMPOR;1;Nome Portador;Nombre del portador
E670POR;NOMPOR;2;Nome Portador;Nombre del portador
E670POR;NOMPOR;3;Nome do portador do bem;Nombre del portador del activo
E670POR;SITPOR;1;Sit.;Sentarse.
E670POR;SITPOR;2;Situação;Situación
E670POR;SITPOR;3;Situação do portador do bem;Situación del titular del activo
E670POR;USUGER;1;Usuário Geração;Generación de usuarios
E670POR;USUGER;2;Usuário Geração;Generación de usuarios
E670POR;USUGER;3;Código do usuário responsável pelo geração ou alteração do registro;Código de usuario responsable de generar o cambiar el registro.
E670RAT;BCDACU;1;Valor Baixa Correção Depreciação Acum.;Corrección de Valor Bajo Depreciación Acumulada.
E670RAT;BCDACU;2;Vlr. Baixa Corr. Depr. Acum.;Vlr. Baja Corr. Dep. Acumulación.
E670RAT;BCDACU;3;Valor da baixa de correção monetária da depreciação acumulada;Valor de la corrección monetaria cancelación de la depreciación acumulada
E670RAT;BCOACU;1;Valor Baixa Correção Acumulada;Valor bajo de corrección acumulada
E670RAT;BCOACU;2;Vlr. Baixa Corr. Acum.;Vlr. Baja Corr. Acumulación.
E670RAT;BCOACU;3;Valor da baixa de correção monetária acumulada;Valor de cancelación de corrección monetaria acumulada
E670RAT;BDPACU;1;Valor Baixa Depreciação Acumulada;Depreciación Acumulada Valor Bajo
E670RAT;BDPACU;2;Vlr. Baixa Dpr. Acum.;Vlr. Baja Dpr. Acumulación.
E670RAT;BDPACU;3;Valor da baixa de depreciação acumulada;Importe de amortización acumulada
E670RAT;BVCACU;1;Valor Baixa Correção Depreciação Acum. por Vida Útil;Corrección de Valor Bajo Depreciación Acumulada. por vida útil
E670RAT;BVCACU;2;Vlr. Baixa Corr. Depr. Acum. Vida Útil;Vlr. Baja Corr. Dep. Acumulación. Vida útil
E670RAT;BVCACU;3;Valor da baixa de correção monetária da depreciação acumulada por vida útil;Valor de la cancelación por ajuste monetario de la depreciación acumulada por vida útil
E670RAT;BVDACU;1;Valor Baixa Depreciação Acumulada por Vida Útil;Depreciación acumulada por vida útil de bajo valor
E670RAT;BVDACU;2;Vlr. Baixa Dpr. Acum. Vida Útil;Vlr. Baja Dpr. Acumulación. Vida útil
E670RAT;BVDACU;3;Valor da baixa de depreciação acumulada por vida útil;Monto de la depreciación acumulada cancelada por vida útil
E670RAT;CODBEM;1;Bem;Bien
E670RAT;CODBEM;2;Bem;Bien
E670RAT;CODBEM;3;Código do bem;código de bien
E670RAT;CODCCU;1;Centro Custo;Centro de costos
E670RAT;CODCCU;2;Centro Custo;Centro de costos
E670RAT;CODCCU;3;Código do centro de custos;Código del centro de costos
E670RAT;CODEMP;1;Empresa;Empresa
E670RAT;CODEMP;2;Empresa;Empresa
E670RAT;CODEMP;3;Código da Empresa;Codigo de compañia
E670RAT;CODESP;1;Espécie;Especies
E670RAT;CODESP;2;Espécie;Especies
E670RAT;CODESP;3;Código da espécie do movimento;Código de especies de movimiento
E670RAT;CODLOC;1;Cód. Local;Código local
E670RAT;CODLOC;2;Cód. Local;Código local
E670RAT;CODLOC;3;Código do local;Código de localización
E670RAT;CODTNS;1;Transação;Transacción
E670RAT;CODTNS;2;Transação;Transacción
E670RAT;CODTNS;3;Código da transação do movimento;Código de transacción de movimiento
E670RAT;CTARED;1;Cta. Red.;Cta. Rojo.
E670RAT;CTARED;2;Conta Contábil;Cuenta contable
E670RAT;CTARED;3;Conta contábil reduzida;Cuenta contable reducida
E670RAT;DATGER;1;Data Geração;Fecha de generación
E670RAT;DATGER;2;Data Geração;Fecha de generación
E670RAT;DATGER;3;Data da geração do registro;Fecha de generación del registro
E670RAT;DATLOC;1;Data Loc.;Ubicación de datos.
E670RAT;DATLOC;2;Data da Localização;Ubicación Fecha
E670RAT;DATLOC;3;Data da localização do item;Fecha de ubicación del artículo
E670RAT;DATMOV;1;Data Mov.;Fecha de mudanza
E670RAT;DATMOV;2;Data Movimento;Fecha de movimiento
E670RAT;DATMOV;3;Data do movimento;fecha de movimiento
E670RAT;HORGER;1;Hora Geração;Tiempo generacional
E670RAT;HORGER;2;Hora Geração;Tiempo generacional
E670RAT;HORGER;3;Hora da geração do registro;Tiempo de generación récord
E670RAT;PERCTA;1;% Rat. Conta;%Rata. Cuenta
E670RAT;PERCTA;2;% Rateio Conta;% de prorrateo de cuentas
E670RAT;PERCTA;3;Percentual rateado para a conta;Porcentaje prorrateado de la cuenta
E670RAT;PERRAT;1;% Rat. C. Custos;%Rata. C. Costos
E670RAT;PERRAT;2;% Rateio C. Custos;% Prorrateo C. Costos
E670RAT;PERRAT;3;Percentual rateado para o centro de custos;Porcentaje asignado al centro de coste
E670RAT;SEQLOC;1;Seq. Loc.;Sec. Loc.
E670RAT;SEQLOC;2;Sequência da Localização;Secuencia de ubicación
E670RAT;SEQLOC;3;Sequência do registro do bem na localização;Secuencia de registro del activo en el lugar
E670RAT;SEQMOV;1;Seq.;Sec.
E670RAT;SEQMOV;2;Sequência;Secuencia
E670RAT;SEQMOV;3;Sequência de movimento na data do cálculo;Secuencia de movimiento en la fecha de cálculo.
E670RAT;SEQRAT;1;Seq. Rateio;Sec. Prorrateo
E670RAT;SEQRAT;2;Sequência Rateio;Secuencia de reparto
E670RAT;SEQRAT;3;Sequência do rateio do movimento;Secuencia de reparto de movimientos
E670RAT;USUGER;1;Usuário Geração;Generación de usuarios
E670RAT;USUGER;2;Usuário Geração;Generación de usuarios
E670RAT;USUGER;3;Usuário responsável pela geração do registro;Usuario responsable de generar el registro
E670RAT;VLRCTA;1;Vlr. Rat. Conta;Vlr. Rata. Cuenta
E670RAT;VLRCTA;2;Valor Rateio Conta;Valor de prorrateo de la cuenta
E670RAT;VLRCTA;3;Valor rateado para a conta;Monto prorrateado de la cuenta
E670RAT;VLRRAT;1;Vlr. Rat. C. Custos;Vlr. Rata. C. Costos
E670RAT;VLRRAT;2;Valor Rateio C. Custo;Valor de prorrateo C. Costo
E670RAT;VLRRAT;3;Valor rateado para o centro de custos;Valor prorrateado para el centro de costos
E670SAL;BAIMCO;1;Baixas Moe. Corr.;Bajas Moe. Corr.
E670SAL;BAIMCO;2;Total Baixas em Moeda Corrente;Total de castigos en moneda corriente
E670SAL;BAIMCO;3;Total das baixas em moeda corrente;Total de castigos en moneda
E670SAL;BAIMIO;1;Baixas Índ. Ofic.;Víctimas Ind. Oficial.
E670SAL;BAIMIO;2;Total Baixas em Índice Oficial;Total de bajas en índice oficial
E670SAL;BAIMIO;3;Total das baixas em índice oficial;Total de bajas en índice oficial
E670SAL;BDPMCO;1;Baixas Depr. Moe. Corr.;Baja depreciación Moe. Corr.
E670SAL;BDPMCO;2;Total Baixas Depreciação em Moeda Corrente;Total Castigos Depreciación en Moneda Corriente
E670SAL;BDPMCO;3;Total das baixas de depreciação em moeda corrente;Castigos totales por depreciación en moneda local
E670SAL;BDPMIO;1;Baixas Depr. Índ. Ofic.;Baja depreciación Indiana Oficial.
E670SAL;BDPMIO;2;Total Baixas Depreciação em Índice Oficial;Total de Amortizaciones Castigadas en Índice Oficial
E670SAL;BDPMIO;3;Total das baixas de depreciação em índice oficial;Amortizaciones totales por depreciación en índice oficial
E670SAL;CDPACU;1;Corr. Dpr. Acum.;Corr. DPr. Acumulación.
E670SAL;CDPACU;2;Total Corr. Depreciação Acum.;Corrección total Depreciación acumulada.
E670SAL;CDPACU;3;Total da correção monetária da depreciação acumulada;Corrección monetaria total de la depreciación acumulada
E670SAL;CDPMES;1;Corr. Dpr. Mês.;Corr. DPr. Mes.
E670SAL;CDPMES;2;Total Corr. Depreciação Mês;Corrección total Mes de depreciación
E670SAL;CDPMES;3;Total da correção monetária da depreciação no mês;Corrección monetaria total de la depreciación en el mes
E670SAL;CODCCU;1;CC;CC
E670SAL;CODCCU;2;Centro Custos;Centro de costos
E670SAL;CODCCU;3;Código do centro de custos;Código del centro de costos
E670SAL;CODEMP;1;Empresa;Empresa
E670SAL;CODEMP;2;Empresa;Empresa
E670SAL;CODEMP;3;Código da Empresa;Codigo de compañia
E670SAL;CODESP;1;Esp.;Esp.
E670SAL;CODESP;2;Espécie;Especies
E670SAL;CODESP;3;Código da espécie do bem;Buen código de especies.
E670SAL;CODFIL;1;Filial;Subsidiaria
E670SAL;CODFIL;2;Filial;Subsidiaria
E670SAL;CODFIL;3;Código da Filial;Código de sucursal
E670SAL;CORMCO;1;Corr. Mon.;Corr. Lun.
E670SAL;CORMCO;2;Total Correção Monetária;Corrección monetaria total
E670SAL;CORMCO;3;Total da correção monetária;Corrección monetaria total
E670SAL;CORMES;1;Corr. Mon. Mês;Corr. Lun. Mes
E670SAL;CORMES;2;Total Correção Monetária Mês;Mes de corrección monetaria total
E670SAL;CORMES;3;Total da correção monetária do mês;Corrección monetaria total del mes
E670SAL;COTMIO;1;Cot. Índ. Ofic.;Cuna. Indiana Oficial.
E670SAL;COTMIO;2;Cota Índice Mês Oficial;Índice de Cuotas Mes Oficial
E670SAL;COTMIO;3;Cotação em índice oficial do mês/ano competência;Cita en índice oficial del mes/año de competencia
E670SAL;CTARED;1;Cta. Ctb.;Cta. CTB.
E670SAL;CTARED;2;Conta Contábil;Cuenta contable
E670SAL;CTARED;3;Conta Contábil de Registro do Bem;Cuenta contable de registro de activos
E670SAL;DPRMCO;1;Depr. Moe. Corr.;Dep. Moe. Corr.
E670SAL;DPRMCO;2;Total Depreciação em Moeda Corrente;Depreciación total en moneda corriente
E670SAL;DPRMCO;3;Total da depreciação em moeda corrente;Depreciación total en moneda
E670SAL;DPRMIO;1;Depr. Índ. Ofic.;Dep. Indiana Oficial.
E670SAL;DPRMIO;2;Total Depreciação em Índice Oficial;Depreciación Total en Índice Oficial
E670SAL;DPRMIO;3;Total da depreciação em índice oficial;Depreciación total en índice oficial
E670SAL;ENTMCO;1;Entr. Moe. Corr.;Ingresar. Moe. Corr.
E670SAL;ENTMCO;2;Total Entradas em Moeda Corrente;Entradas totales en moneda corriente
E670SAL;ENTMCO;3;Total das entradas em moeda corrente;Entradas totales en moneda
E670SAL;ENTMIO;1;Entr. Índ. Ofic.;Ingresar. Indiana Oficial.
E670SAL;ENTMIO;2;Total Entradas em Índice Oficial;Total de entradas del índice oficial
E670SAL;ENTMIO;3;Total das entradas em índice oficial;Entradas totales en el índice oficial
E670SAL;MESANO;1;Comp.;comp.
E670SAL;MESANO;2;Competência;Competencia
E670SAL;MESANO;3;Mês e ano da competência;Mes y año de competencia
E670SAL;REAMCO;1;Reat. Moe. Corr.;Reaccionar. Moe. Corr.
E670SAL;REAMCO;2;Total Reativações Moeda Corrente;Total de reactivaciones de moneda
E670SAL;REAMCO;3;Total das reativações em moeda corrente;Total de reactivaciones en moneda
E670SAL;REAMIO;1;Reat. Índ. Ofic.;Reaccionar. Indiana Oficial.
E670SAL;REAMIO;2;Total Reativações em Índice Oficial;Total de reactivaciones en índice oficial
E670SAL;REAMIO;3;Total das reativações em índice oficial;Total de reactivaciones en índice oficial
E670SAL;SALANC;1;Saldo Ant. Moe. Corr.;Balance anterior Moe. Corr.
E670SAL;SALANC;2;Saldo Anterior em Moeda Corrente;Saldo anterior en moneda actual
E670SAL;SALANC;3;Saldo anterior em moeda corrente;Saldo anterior en moneda
E670SAL;SALANO;1;Saldo Ant. Índ. Ofic.;Saldo anticipado Indiana Oficial.
E670SAL;SALANO;2;Saldo Anterior em Índice Oficial;Saldo Anterior en Índice Oficial
E670SAL;SALANO;3;Saldo anterior em índice oficial;Saldo anterior en índice oficial
E670SAL;SALATC;1;Saldo Atual Moe. Corr.;Saldo actual de Moe. Corr.
E670SAL;SALATC;2;Saldo Atual em Moeda Corrente;Saldo actual en moneda actual
E670SAL;SALATC;3;Saldo atual em moeda corrente;Saldo actual en moneda
E670SAL;SALATO;1;Saldo Atual Índ. Ofic.;Índice de saldo actual Oficial.
E670SAL;SALATO;2;Saldo Atual em Índice Oficial;Saldo Actual en Índice Oficial
E670SAL;SALATO;3;Saldo atual em índice oficial;Saldo actual en índice oficial
E670SAL;SEQSAL;1;Seq.;Sec.
E670SAL;SEQSAL;2;Sequência;Secuencia
E670SAL;SEQSAL;3;Sequência do saldo na competência;Secuencia de saldo en la acumulación.
E670SAL;VBAAIO;1;Bai. Ado. Índ. Ofic.;Bai. Adán. Indiana Oficial.
E670SAL;VBAAIO;2;Total Baixa por Depr. da Adoção Inicial Índ. Ofic.;Cancelación total por depr. de Adopción Inicial IND. Oficial.
E670SAL;VBAAIO;3;Total da baixa por depreciação da adoção inicial em índice oficial;Castigo total por depreciación de la adopción inicial en el índice oficial
E670SAL;VBABIO;1;Baixa Ind. Ofic.;Baja Ind. Oficial
E670SAL;VBABIO;2;Total Baixas por Depr. Ado. Ini Bai. em Índ. Ofic.;Total de bajas por depr. Adán. Ini Bai. En India. Oficial.
E670SAL;VBABIO;3;Total das baixas por depreciação da adoção inicial baixado em índice oficial;Total de amortizaciones por depreciación por adopción inicial canceladas en el índice oficial
E670SAL;VBABMC;1;Baixa Moe. Corr.;Baja Moe. Corr.
E670SAL;VBABMC;2;Total Baixas Depr. Ado. Ini. Bai. em Moe. Corr.;Total de bajas depreciadas Adán. Iní. Bai. en Moé. Corr.
E670SAL;VBABMC;3;Total das baixas por depreciação da adoção inicial baixado em moeda corrente;Total de amortizaciones por depreciación por adopción inicial canceladas en moneda local
E670SAL;VBAMCO;1;Baixa Moeda Corr.;Corr. de moneda baja.
E670SAL;VBAMCO;2;Total Baixa por Depr. da Adoção Inicial Moe. Corr.;Cancelación total por depr. de Adopción Temprana de Moe. Corr.
E670SAL;VBAMCO;3;Total da baixa por depreciação da adoção inicial em moeda corrente;Total de amortización de adopción inicial cancelada en moneda local
E670SAL;VBDMCO;1;B. Depr. Para. Corr.;B. Depr. Para. Corr.
E670SAL;VBDMCO;2;Total Baixas Depr. Paralela em Moeda Corrente;Total de bajas depreciadas Paralelo en moneda
E670SAL;VBDMCO;3;Total das baixas da depreciação paralela em moeda corrente;Total de amortizaciones paralelas en moneda
E670SAL;VBDMIO;1;B. Depr. Para. Ofic.;B. Depr. Para. Oficial.
E670SAL;VBDMIO;2;Total Baixas Depr. Paralela em Índice Oficial;Total de bajas depreciadas Paralelo en Índice Oficial
E670SAL;VBDMIO;3;Total das baixas da depreciação paralela em índice oficial;Total de amortizaciones paralelas en el índice oficial
E670SAL;VDPMCO;1;Depr.Par. Moe. Corr.;Depr.Par. Moe. Corr.
E670SAL;VDPMCO;2;Total Depreciação Paralela em Moeda Corrente;Depreciación paralela total en moneda corriente
E670SAL;VDPMCO;3;Total da depreciação paralela em moeda corrente;Depreciación paralela total en moneda local
E670SAL;VDPMIO;1;Depr.Par. Índ. Ofic.;Depr.Par. Indiana Oficial.
E670SAL;VDPMIO;2;Total Depreciação Paralela em Índice Oficial;Depreciación Total Paralela en Índice Oficial
E670SAL;VDPMIO;3;Total da depreciação paralela em índice oficial;Depreciación paralela total en índice oficial
E673CBM;CODCBM;1;Característica;Característica
E673CBM;CODCBM;2;Característica;Característica
E673CBM;CODCBM;3;Código da característica do bem;Buen código característico
E673CBM;CODEMP;1;Empresa;Empresa
E673CBM;CODEMP;2;Empresa;Empresa
E673CBM;CODEMP;3;Código da empresa;Codigo de compañia
E673CBM;DESCBM;1;Descrição;Descripción
E673CBM;DESCBM;2;Descrição;Descripción
E673CBM;DESCBM;3;Descrição da característica do bem;Descripción de las características del activo.
E673CBM;PATCAL;1;Regra;Regla
E673CBM;PATCAL;2;Código Regra;Código de regla
E673CBM;PATCAL;3;Código da Regra;Código de regla
E673CBM;POSCTE;1;Qtd. Pos.;Cant. Pos.
E673CBM;POSCTE;2;Quantidade Posições;Posiciones de cantidad
E673CBM;POSCTE;3;Quantidade de posições do componente da característica do bem;Número de posiciones del componente de la característica del activo.
E673CBM;TEMCCP;1;Tem Comp.;Tiene comp.
E673CBM;TEMCCP;2;Tem Componente;Tiene componente
E673CBM;TEMCCP;3;Indicativo se a característica do bem tem ou não componentes;Indicativo de si la característica del bien tiene o no componentes.
E673CBM;TIPCCP;1;Tipo Comp.;Tipo Comp.
E673CBM;TIPCCP;2;Tipo Componente;Tipo de componente
E673CBM;TIPCCP;3;Indicativo se o componente da característica é Numérico ou Alfanumérico;Indicativo de si el componente característico es Numérico o Alfanumérico
E673CCB;CODCBM;1;Característica;Característica
E673CCB;CODCBM;2;Característica;Característica
E673CCB;CODCBM;3;Código da característica do bem;Buen código característico
E673CCB;CODEMP;1;Empresa;Empresa
E673CCB;CODEMP;2;Empresa;Empresa
E673CCB;CODEMP;3;Código da Empresa;Codigo de compañia
E673CCB;DESCCP;1;Componente;Componente
E673CCB;DESCCP;2;Componente;Componente
E673CCB;DESCCP;3;Componente da característica do bem;Componente de la característica del activo.
E673CCB;OBSCCP;1;Obs.;Nota.
E673CCB;OBSCCP;2;Observação;Observación
E673CCB;OBSCCP;3;Observação do componente da característica do bem;Observación del componente característico del activo.
E673CCB;SEQCCP;1;Seq. Comp.;Sec. comp.
E673CCB;SEQCCP;2;Sequência Componente;Secuencia de componentes
E673CCB;SEQCCP;3;Sequência do componente da característica do bem;Secuencia del componente característico del activo.
E674CEX;ANOBAS;1;Ano Base;Año base
E674CEX;ANOBAS;2;Ano Base;Año base
E674CEX;ANOBAS;3;Ano base da vida útil do bem;Año base de la vida útil del activo
E674CEX;CODEMP;1;Empresa;Empresa
E674CEX;CODEMP;2;Empresa;Empresa
E674CEX;CODEMP;3;Código da empresa;Codigo de compañia
E674CEX;CODESP;1;Esp.;Esp.
